match_id,skill_label,avg_rank_tier,cluster,region,duration_s,start_time,patch,leaver,status,bytes,seconds,valid_dem,run_id
8912751550,low,43.0,181.0,STOCKHOLM,2974.0,1784973776.0,60.0,ok,ok,65639294,7.4,True,eu_500
8912751498,low,43.0,184.0,STOCKHOLM,2389.0,1784973785.0,60.0,ok,ok,49435748,2.5,True,eu_500
8912751393,low,43.0,181.0,STOCKHOLM,2143.0,1784973780.0,60.0,ok,ok,47147517,4.2,True,eu_500
8912751079,low,43.0,181.0,STOCKHOLM,2264.0,1784973755.0,60.0,ok,ok,49653744,41.7,True,eu_500
8912751057,low,43.0,182.0,STOCKHOLM,3651.0,1784973761.0,60.0,ok,ok,84628417,23.3,True,eu_500
8912754221,low,44.0,274.0,EUROPE,2832.0,1784973921.0,60.0,ok,ok,59747055,39.1,True,eu_500
8912754077,low,44.0,181.0,STOCKHOLM,1765.0,1784973901.0,60.0,ok,ok,35487546,2.5,True,eu_500
8912753963,low,44.0,193.0,AUSTRIA,2850.0,1784973895.0,60.0,ok,ok,60138095,51.0,True,eu_500
8912753830,low,44.0,183.0,STOCKHOLM,2588.0,1784973901.0,60.0,ok,ok,57793382,9.6,True,eu_500
8912753801,low,44.0,181.0,STOCKHOLM,3520.0,1784973895.0,60.0,ok,ok,90810083,34.3,True,eu_500
8912753726,low,44.0,182.0,STOCKHOLM,2423.0,1784973895.0,60.0,ok,ok,57291401,17.9,True,eu_500
8912753314,low,44.0,184.0,STOCKHOLM,2172.0,1784973875.0,60.0,ok,ok,48742812,4.3,True,eu_500
8912753071,low,44.0,184.0,STOCKHOLM,1312.0,1784973866.0,60.0,ok,ok,28410653,2.3,True,eu_500
8912753067,low,44.0,182.0,STOCKHOLM,2489.0,1784973865.0,60.0,ok,ok,54887748,3.3,True,eu_500
8912752968,low,44.0,181.0,STOCKHOLM,3062.0,1784973860.0,60.0,ok,ok,67497264,55.3,True,eu_500
8912752757,low,44.0,181.0,STOCKHOLM,1963.0,1784973846.0,60.0,ok,ok,42452538,19.9,True,eu_500
8912752685,low,44.0,184.0,STOCKHOLM,1802.0,1784973841.0,60.0,ok,ok,37142070,2.2,True,eu_500
8912752177,low,44.0,184.0,STOCKHOLM,2544.0,1784973815.0,60.0,ok,ok,56805769,15.5,True,eu_500
8912751890,low,44.0,183.0,STOCKHOLM,3052.0,1784973800.0,60.0,ok,ok,70271419,20.2,True,eu_500
8912751824,low,44.0,274.0,EUROPE,3080.0,1784973795.0,60.0,ok,ok,69546000,6.1,True,eu_500
